20251211 103700;6910.25;6910.5;6910.25;6910.25;7
20251211 103800;6910.25;6910.75;6910.25;6910.75;8
20251211 103900;6911.25;6911.5;6910.75;6911.25;22
20251211 104000;6910.75;6910.75;6910.75;6910.75;14
20251211 104100;6910.75;6910.75;6910.75;6910.75;1
20251211 104300;6910;6910.75;6910;6910.75;11
20251211 104400;6910.5;6910.5;6910.25;6910.5;9
20251211 104500;6910;6910;6910;6910;1
20251211 104600;6910.5;6912.25;6910.5;6911.5;23
20251211 104700;6911.75;6912;6911.5;6911.5;17
20251211 104800;6911.75;6911.75;6910.75;6911.5;17
20251211 104900;6912.75;6912.75;6911.75;6911.75;5
20251211 105000;6910.75;6911;6910.75;6911;3
20251211 105200;6911.75;6911.75;6911.75;6911.75;1
20251211 105300;6911.25;6911.25;6911.25;6911.25;1
20251211 105400;6911.5;6911.5;6911.25;6911.25;6
20251211 105500;6911.25;6911.25;6910.75;6910.75;6
20251211 105600;6911;6911;6910.25;6910.25;5
20251211 105700;6911;6911;6911;6911;1
20251211 105800;6911.25;6912;6911.25;6911.25;8
20251211 105900;6911.5;6911.75;6911;6911.25;7
20251211 110100;6911;6911;6910.25;6910.25;12
20251211 110200;6910.5;6911;6910.25;6910.75;25
20251211 110300;6911;6911;6911;6911;4
20251211 110400;6911.75;6911.75;6911.75;6911.75;1
20251211 110500;6912.25;6912.5;6912.25;6912.5;5
20251211 110600;6913;6913.25;6912.75;6913.25;15
20251211 110700;6913.25;6913.25;6912.75;6912.75;5
20251211 110800;6913;6913.75;6913;6913.75;3
20251211 110900;6913.25;6913.75;6913;6913.25;19
20251211 111000;6913.5;6914;6913.5;6914;3
20251211 111100;6914;6914;6914;6914;3
20251211 111200;6913.75;6914.25;6913.5;6914.25;6
20251211 111300;6914;6914.75;6914;6914.75;11
20251211 111400;6914.25;6914.5;6913.5;6914.5;9
20251211 111500;6914.25;6914.25;6912.75;6913.5;7
20251211 111600;6913.75;6913.75;6912.75;6912.75;4
20251211 111700;6913.25;6914;6913.25;6913.5;6
20251211 111800;6913.25;6913.25;6912.75;6912.75;6
20251211 111900;6912;6912.25;6911.75;6911.75;14
20251211 112200;6912;6912.25;6912;6912.25;4
20251211 112300;6912;6912;6911.75;6911.75;3
20251211 112400;6912.5;6913.25;6912.5;6913.25;6
20251211 112500;6912.75;6913;6912.25;6912.25;6
20251211 112600;6912.25;6912.25;6912;6912;5
20251211 112700;6912.25;6912.5;6912.25;6912.5;2
20251211 112800;6912.5;6913.75;6912.5;6913.75;13
20251211 112900;6913.75;6913.75;6913.75;6913.75;2
20251211 113000;6913.5;6913.5;6913.5;6913.5;1
20251211 113100;6913.75;6914;6913.25;6913.25;6
20251211 113200;6913.5;6914;6913.5;6914;8
20251211 113300;6913;6913;6913;6913;2
20251211 113400;6912.75;6913.25;6912.5;6912.5;15
20251211 113500;6912;6912;6911.75;6911.75;4
20251211 113600;6912.25;6913.25;6912.25;6913.25;10
20251211 113700;6913.75;6913.75;6913;6913;4
20251211 113800;6913;6913.75;6912.75;6913.75;12
20251211 113900;6913.5;6914;6913.25;6914;19
20251211 114000;6913.75;6913.75;6913.5;6913.5;6
20251211 114100;6913.5;6914.5;6913.5;6914.5;9
20251211 114200;6915;6915.25;6914.25;6914.25;10
20251211 114300;6914.75;6915;6914.25;6914.25;8
20251211 114400;6913.75;6914.25;6913.75;6914.25;7
20251211 114500;6914.5;6915.25;6914.5;6915.25;2
20251211 114600;6915.5;6915.75;6915;6915.25;27
20251211 114700;6915.5;6917.75;6915.5;6917.75;26
20251211 114800;6917.5;6918.25;6917.5;6918;24
20251211 114900;6917.75;6918.25;6917;6918;13
20251211 115000;6918;6918.75;6918;6918.75;5
20251211 115100;6919;6920;6918.5;6919;71
20251211 115200;6919;6920;6918.75;6920;45
20251211 115300;6920.25;6920.5;6919.75;6920.25;41
20251211 115400;6920;6920;6919.25;6920;30
20251211 115500;6920;6920.5;6919.75;6920;31
20251211 115600;6920;6921;6920;6920.75;33
20251211 115700;6920.5;6920.75;6920;6920.5;43
20251211 115800;6921;6921.75;6921;6921.25;50
20251211 115900;6921;6922;6920.75;6921.75;31
20251211 120000;6921.5;6922.25;6920.5;6921;38
20251211 120100;6920.5;6922.25;6920;6920.25;44
20251211 120200;6920.5;6921;6920.25;6921;6
20251211 120300;6920.5;6920.5;6920.5;6920.5;2
20251211 120400;6920.5;6921.5;6920.5;6921.5;6
20251211 120500;6921.75;6923.75;6921.5;6923.75;36
20251211 120600;6923;6923;6922.5;6923;3
20251211 120700;6923;6923.75;6922.75;6922.75;14
20251211 120800;6922.75;6923;6922;6922.75;14
20251211 120900;6921.75;6922.5;6921.25;6921.25;29
20251211 121000;6921.25;6922.5;6921.25;6922.5;17
20251211 121100;6922.75;6924;6922.75;6923.5;31
20251211 121200;6923.5;6924.75;6923;6924.75;17
20251211 121300;6924.75;6925.5;6924.5;6924.75;43
20251211 121400;6924.75;6926;6924.5;6926;20
20251211 121500;6925.75;6926.5;6925.75;6926;16
20251211 121600;6926;6926;6925.75;6925.75;2
20251211 121700;6926.5;6926.5;6926.5;6926.5;2
20251211 121800;6926.25;6926.5;6926;6926;20
20251211 121900;6926;6926.25;6926;6926;16
20251211 122000;6926;6928;6926;6928;19
20251211 122100;6927.75;6929.25;6927.25;6929;74
20251211 122200;6929;6930.5;6928.75;6930.5;53
20251211 122300;6930.5;6931.25;6930.25;6931.25;51
20251211 122400;6931.25;6932.5;6931;6931.5;69
20251211 122500;6931.5;6932.5;6931.5;6931.5;42
20251211 122600;6932;6932.25;6931.5;6932;39
20251211 122700;6932.25;6932.75;6931.75;6932;27
20251211 122800;6932;6932.5;6932;6932;30
20251211 122900;6932;6932.25;6931.25;6931.75;34
20251211 123000;6931.75;6932;6931.75;6932;14
20251211 123100;6931.75;6932.25;6931;6932.25;16
20251211 123200;6932.5;6934.25;6931;6931;59
20251211 123300;6932;6932.5;6931.5;6932.5;29
20251211 123400;6932.5;6934;6932.25;6934;28
20251211 123500;6933.5;6934.25;6933.25;6934;29
20251211 123600;6934.5;6934.5;6931.25;6931.25;35
20251211 123700;6931.5;6932.5;6931.25;6932.25;27
20251211 123800;6932.25;6932.75;6932.25;6932.5;34
20251211 123900;6932.75;6933.5;6932.75;6933.5;22
20251211 124000;6934;6934;6933.25;6933.75;31
20251211 124100;6934.5;6935.25;6933.5;6933.5;36
20251211 124200;6933.75;6933.75;6932;6932.75;27
20251211 124300;6933;6933;6932;6932.5;20
20251211 124400;6932;6932.25;6932;6932;19
20251211 124500;6931.75;6933;6931.5;6932.5;14
20251211 124600;6932.75;6933;6932.25;6932.25;27
20251211 124700;6933;6933;6931.75;6931.75;13
20251211 124800;6932.25;6932.25;6931.25;6931.25;23
20251211 124900;6931.25;6931.25;6930.5;6930.5;31
20251211 125000;6930;6931.25;6929.75;6931.25;18
20251211 125100;6931.25;6931.25;6930.5;6930.5;9
20251211 125200;6930.75;6931.25;6930.5;6931.25;11
20251211 125300;6930.5;6930.75;6930.5;6930.75;2
20251211 125400;6930.75;6931;6930.25;6930.25;12
20251211 125500;6930.75;6930.75;6930.5;6930.5;3
20251211 125600;6930.75;6931;6930;6930;16
20251211 125700;6930.5;6932.25;6930.5;6931.75;47
20251211 125800;6932;6932.75;6932;6932.75;8
20251211 125900;6932.5;6933.5;6932.5;6933.25;23
20251211 130000;6933.25;6933.5;6932.25;6932.25;16
20251211 130100;6932.75;6933;6932.75;6932.75;19
20251211 130200;6933.5;6933.5;6932;6932;19
20251211 130300;6931.75;6932.25;6930.75;6932;23
20251211 130400;6932;6932;6929.75;6929.75;17
20251211 130500;6930.75;6931.25;6930.5;6931;20
20251211 130600;6930.25;6930.25;6929.5;6929.5;33
20251211 130700;6929.75;6929.75;6928.25;6928.25;25
20251211 130800;6928.25;6928.75;6927.75;6928.75;11
20251211 130900;6928;6928.25;6927.75;6928;16
20251211 131000;6928.25;6928.5;6927.75;6927.75;23
20251211 131100;6928;6928;6927.5;6927.5;4
20251211 131200;6927.5;6928;6927.25;6927.75;12
20251211 131300;6927.5;6928.75;6927.5;6928.75;16
20251211 131400;6927.75;6928.25;6927.75;6928.25;24
20251211 131500;6928.25;6928.75;6928.25;6928.75;18
20251211 131600;6928.75;6928.75;6928.5;6928.75;25
20251211 131700;6928.75;6930.5;6928.75;6930.25;32
20251211 131800;6930;6931;6929.5;6929.5;7
20251211 131900;6929.5;6930.25;6929;6930.25;15
20251211 132000;6929.75;6930;6929.75;6930;7
20251211 132100;6929.5;6929.75;6929;6929.75;12
20251211 132200;6928.75;6929.25;6928.5;6929.25;9
20251211 132300;6929.75;6929.75;6929.25;6929.25;11
20251211 132400;6929.5;6929.75;6929.5;6929.75;2
20251211 132500;6930;6930;6929.25;6929.25;2
20251211 132600;6929;6929.25;6928.5;6929.25;5
20251211 132700;6929.5;6929.5;6929.25;6929.25;12
20251211 132800;6928.5;6928.5;6928;6928;6
20251211 132900;6927.75;6928;6927.5;6927.5;7
20251211 133000;6929;6929;6928.25;6928.25;9
20251211 133100;6927.25;6928.5;6927;6928.5;7
20251211 133200;6926.75;6926.75;6924.75;6924.75;13
20251211 133300;6925.75;6926;6925.25;6925.75;17
20251211 133400;6925.25;6925.75;6925.25;6925.5;11
20251211 133500;6925.75;6926;6923.25;6923.5;32
20251211 133600;6923.25;6924.75;6923.25;6924.75;11
20251211 133700;6924;6926;6924;6926;15
20251211 133800;6925.75;6925.75;6923.5;6924.5;30
20251211 133900;6925;6925;6924;6924.5;34
20251211 134000;6923.5;6924.75;6923;6923.5;32
20251211 134100;6923.25;6925.5;6923;6925.25;23
20251211 134200;6925.75;6926;6924.25;6924.25;16
20251211 134300;6924.5;6924.75;6922;6922.25;17
20251211 134400;6923.5;6923.5;6923.5;6923.5;3
20251211 134500;6922.75;6923.25;6922.75;6922.75;7
20251211 134600;6923;6923.5;6922;6923.5;8
20251211 134700;6923.5;6924.5;6923.25;6923.5;11
20251211 134800;6923.25;6923.75;6922.5;6923.75;21
20251211 134900;6923.5;6923.75;6923.25;6923.75;6
20251211 135000;6923.5;6925.25;6923.5;6924.25;25
20251211 135100;6924.5;6925.5;6924.5;6925.5;31
20251211 135200;6925;6925.25;6924.25;6924.25;16
20251211 135400;6925.25;6926.25;6925.25;6926.25;10
20251211 135500;6926;6926.25;6925.5;6925.5;9
20251211 135600;6925.75;6926;6924.5;6924.5;10
20251211 135700;6924.5;6924.5;6922.25;6922.5;17
20251211 135800;6922;6922;6920.75;6920.75;22
20251211 135900;6921.5;6922;6921.5;6922;9
20251211 140000;6922;6922.75;6922;6922.25;17
20251211 140100;6923;6924;6922.75;6924;15
20251211 140200;6924.25;6924.75;6923.5;6923.75;19
20251211 140300;6923.25;6923.5;6922.25;6923.25;22
20251211 140400;6923.75;6924;6923.25;6924;8
20251211 140500;6924;6924.5;6923.75;6924.5;19
20251211 140600;6924.5;6924.5;6923.75;6923.75;7
20251211 140700;6923.75;6923.75;6922;6922;20
20251211 140800;6922.25;6923;6921.5;6922.5;15
20251211 140900;6922.5;6922.5;6922.25;6922.5;16
20251211 141000;6923.25;6923.5;6923;6923.25;11
20251211 141100;6923.75;6926.75;6923.75;6926.5;32
20251211 141200;6926.5;6927.25;6926.5;6926.75;33
20251211 141300;6926.75;6927.25;6926.75;6927.25;7
20251211 141400;6927;6927.5;6927;6927.5;8
20251211 141500;6927.75;6928.5;6927.25;6927.25;47
20251211 141600;6927.5;6928;6926.75;6926.75;19
20251211 141700;6927;6927.5;6926.75;6927;20
20251211 141800;6927.25;6928;6927.25;6927.75;11
20251211 141900;6928.25;6929;6928.25;6928.5;23
20251211 142000;6928.25;6928.5;6928.25;6928.5;27
20251211 142100;6927.75;6928.75;6927.75;6928.5;33
20251211 142200;6928.25;6930.5;6928.25;6930.5;43
20251211 142300;6930.5;6932.25;6930;6930.25;189
20251211 142400;6930;6930;6928.25;6928.25;25
20251211 142500;6927.5;6928.5;6927.5;6927.75;52
20251211 142600;6928.25;6929;6928;6928.75;54
20251211 142700;6928.5;6930.5;6928.5;6930;42
20251211 142800;6930;6930.5;6928.25;6928.5;42
20251211 142900;6928.25;6928.75;6927.25;6928.25;98
20251211 143000;6927.5;6927.75;6926.25;6927;119
20251211 143100;6926.75;6929;6921.25;6921.75;519
20251211 143200;6921;6924.75;6920;6924.25;264
20251211 143300;6924.25;6926.75;6921.75;6925.75;357
20251211 143400;6925.75;6927;6922.25;6922.25;159
20251211 143500;6922.75;6926.25;6920.75;6922.25;119
20251211 143600;6922.25;6927.75;6921;6927.75;248
20251211 143700;6928;6928.25;6925.75;6926.75;110
20251211 143800;6926.75;6930;6925.75;6929.75;225
20251211 143900;6929.25;6933.5;6929;6930;280
20251211 144000;6931.25;6933.25;6928.75;6928.75;102
20251211 144100;6928;6930;6926;6929;187
20251211 144200;6929;6929.5;6927;6927.5;120
20251211 144300;6926.75;6932;6924.5;6930.75;241
20251211 144400;6929.25;6930;6927;6929.25;91
20251211 144500;6929;6932;6928.75;6931.25;55
20251211 144600;6931.5;6932;6924.5;6925.75;508
20251211 144700;6925.75;6928.25;6924.25;6924.25;74
20251211 144800;6924;6925.5;6919.5;6920;175
20251211 144900;6920;6920;6916.75;6916.75;81
20251211 145000;6916.5;6916.5;6911.25;6912.25;190
20251211 145100;6911;6911.25;6906.25;6906.25;163
20251211 145200;6907;6911.25;6906.75;6911.25;159
20251211 145300;6910;6912.75;6906.75;6906.75;91
20251211 145400;6906.5;6907.5;6902.75;6903.5;137
20251211 145500;6904;6904.5;6900.75;6901.25;147
20251211 145600;6901;6907.25;6899.75;6903.75;295
20251211 145700;6903.5;6904;6898.25;6898.25;178
20251211 145800;6898;6901.5;6897.75;6901.5;114
20251211 145900;6901.25;6904.25;6901;6901.5;134
20251211 150000;6900.75;6902.75;6899.25;6900.25;79
20251211 150100;6901.25;6901.5;6896.25;6901;187
20251211 150200;6901.25;6903.5;6900.5;6902.75;94
20251211 150300;6901.5;6902.75;6899.25;6902.75;29
20251211 150400;6903;6907.5;6903;6907.25;97
20251211 150500;6907.75;6909;6906.5;6907.5;104
20251211 150600;6907.25;6911.5;6907.25;6911.25;101
20251211 150700;6911.5;6913;6909.5;6913;85
20251211 150800;6912.75;6917;6912.75;6916.5;115
20251211 150900;6917;6920.5;6916.5;6920.5;130
20251211 151000;6920.75;6922;6918.75;6922;119
20251211 151100;6922.75;6923.25;6918.5;6918.5;83
20251211 151200;6918;6923.75;6916;6923.75;87
20251211 151300;6924;6928;6923.5;6927.25;105
20251211 151400;6927.75;6929;6926;6926;88
20251211 151500;6926.25;6928;6925.5;6925.5;43
20251211 151600;6925.25;6927;6924.25;6925.25;48
20251211 151700;6924.75;6925.75;6921.75;6923.25;83
20251211 151800;6925;6928;6925;6927.75;19
20251211 151900;6928.5;6928.75;6926.5;6926.5;35
20251211 152000;6926.75;6929.5;6926.75;6929.5;27
20251211 152100;6929.75;6931.75;6929;6930.75;85
20251211 152200;6930.75;6935.25;6929.75;6934.75;287
20251211 152300;6935.75;6937.75;6935.5;6936.25;105
20251211 152400;6935.75;6938.25;6935;6938.25;81
20251211 152500;6938;6940.5;6937.75;6940.25;96
20251211 152600;6940.25;6940.5;6936.25;6936.25;93
20251211 152700;6936.75;6940;6936.75;6939.5;54
20251211 152800;6940;6942.25;6940;6941.5;64
20251211 152900;6942;6943.5;6941;6941;65
20251211 153000;6941;6941.75;6937.25;6938;63
20251211 153100;6937.75;6940;6934.75;6936.5;128
20251211 153200;6936.5;6936.75;6935.25;6936.25;40
20251211 153300;6935;6939.75;6935;6938.75;74
20251211 153400;6938.75;6939.75;6936.75;6938.5;134
20251211 153500;6937.75;6939.25;6935.25;6935.5;40
20251211 153600;6935;6935;6932.75;6934.75;65
20251211 153700;6933.5;6934;6931.5;6932.75;85
20251211 153800;6932.75;6934;6929.75;6932.25;51
20251211 153900;6932.25;6935;6931.75;6935;22
20251211 154000;6935.25;6938;6934.75;6937.5;48
20251211 154100;6937;6937;6932;6932;30
20251211 154200;6932;6933.75;6931;6933.25;38
20251211 154300;6933;6934.75;6931.75;6931.75;53
20251211 154400;6932.5;6933.75;6931.75;6931.75;32
20251211 154500;6931.5;6933.25;6929.25;6933.25;95
20251211 154600;6932.75;6936.75;6932.75;6936.25;41
20251211 154700;6936.5;6937;6933.25;6933.75;77
20251211 154800;6932.25;6932.25;6928.75;6929;100
20251211 154900;6928.75;6929.25;6925;6925;132
