1782148669.4509,MES,SELL_SIGNAL,7542.75,1.0,,BEARISH,0.69210387107831,,0.014492753623188406,96.02%,,PENDING,,,,26982745-5dd8-490a-8a13-2adff5d3d12a
1782148670.4297,MES,SELL_SIGNAL,7542.5,1.0,,BEARISH,0.6788132507387662,,0.014450867052023121,90.42%,,PENDING,,,,abc77b10-939f-42f3-9f67-d014b6671662
1782149293.4435,MES,SELL_SIGNAL,7543.75,1.0,,BEARISH,0.674861358433971,,0.013736263736263736,85.91%,,PENDING,,,,ccc5a9d9-e9e0-4cc1-a946-84905047cb17
1782227761.1725,MES,SELL_SIGNAL,7453,1.0,,BEARISH,1.2472781099721983,,0.015337423312883436,84.29%,,PENDING,,,,dad769c4-329a-4875-85ea-19ce2f487081
1782227764.3039,MES,SELL_SIGNAL,7452.5,1.0,,BEARISH,1.2731680646732995,,0.013333333333333334,86.18%,,PENDING,,,,65f9fae5-59bd-4b7d-b59a-961a05d69b34
1782227766.3814,MES,SELL_SIGNAL,7451.75,1.0,,BEARISH,1.2564803770266797,,0.011441647597254004,97.77%,,PENDING,,,,6037668e-6985-4888-8e16-f12449a20d95
1782227897.6260488,MES,SHORT,7452.0,1,,,,,,,,APPROVED,15.6,WIN,Exit Executed,MANUAL_1782227773
1782228318.9244933,MES,SHORT,7441.5,1,,,,,,,,APPROVED,13.1,WIN,Exit Executed,MANUAL_1782228262
1782229252.5942,MES,SELL_SIGNAL,7438.75,1.0,,BEARISH,1.018360749351235,,0.014619883040935672,84.22%,,PENDING,,,,a242f64a-53ea-43db-91a4-98876ad1b797
1782229253.5159,MES,SELL_SIGNAL,7438.5,1.0,,BEARISH,1.0182913988055462,,0.014970059880239521,100.00%,,PENDING,,,,658b10ec-4cdb-4f75-ac1e-e2523288917d
1782229254.5445,MES,SELL_SIGNAL,7438.25,1.0,,BEARISH,1.0196169104461716,,0.015625,100.00%,,PENDING,,,,a19c90c4-d8e6-46c7-befc-e305f9afe35a
1782229257.8604,MES,SELL_SIGNAL,7438,1.0,,BEARISH,1.0235486486524186,,0.015290519877675839,100.00%,,PENDING,,,,339a1604-2cce-45d6-b8ea-3949d573b65b
1782229519.2877,MES,SELL_SIGNAL,7442,1.0,,BEARISH,0.6406101434821364,,0.013966480446927375,84.55%,,PENDING,,,,f2a81e30-d87e-40af-8982-cd676f638809
1782229589.4938,MES,SELL_SIGNAL,7442.5,1.0,,BEARISH,0.755862212057078,,0.014285714285714285,84.85%,,PENDING,,,,050ab193-317b-42e3-8a2d-f5fa4defcbe9
1782229592.5284,MES,SELL_SIGNAL,7442.75,1.0,,BEARISH,0.7804437930589837,,0.014749262536873156,99.58%,,PENDING,,,,bb970af4-92db-40d3-9b60-64fec8bc98c6
1782230720.0225966,MES,SHORT,7445.25,1,,,,,,,,APPROVED,-49.81666666666515,LOSS,Exit Executed,MANUAL_1782229667
1782230720.3762822,MES,SHORT,7451.5,1,,,,,,,,APPROVED,-49.81666666666515,LOSS,Exit Executed,MANUAL_1782229911
1782230720.9692836,MES,SHORT,7456.5,1,,,,,,,,APPROVED,-49.81666666666515,LOSS,Exit Executed,MANUAL_1782230070
1782230721.3211489,MES,SHORT,7457.5,1,,,,,,,,APPROVED,-49.81666666666515,LOSS,Exit Executed,MANUAL_1782230456
1782230825.6590693,MES,BUY,7463.75,5,,,,,,,,APPROVED,-40.75,LOSS,Exit Executed,
1782230894.5152826,MES,SHORT,7462.0,5,,,,,,,,APPROVED,9.25,WIN,Exit Executed,MANUAL_1782230851
